"ts","state","rpm","wetBulbFahrenheit","relativeHumidity","windSpeed","windDirection","hourlyPrecip","watts"
2016-06-15 01:26:35,"Running",60.1,62,97,6,150,NA,564
2016-06-15 01:27:36,"Running",64.3,62,97,6,150,NA,659.6
2016-06-15 01:28:36,"Running",48.2,62,97,6,150,NA,332
2016-06-15 01:29:37,"Power ramp-up",80.1,62,97,6,150,NA,616.4
2016-06-15 01:30:35,"Running",70.5,62,97,6,150,NA,907.6
2016-06-15 01:31:37,"Soft Start",73.7,62,97,6,150,NA,254.1
2016-06-15 01:32:36,"Running",78.5,62,97,6,150,NA,1223.9
2016-06-15 01:33:37,"Running",53.3,62,97,6,150,NA,393.4
2016-06-15 01:34:36,"Running",56.5,62,97,6,150,NA,450
2016-06-15 01:35:37,"Running",40.9,62,97,6,150,NA,100.5
2016-06-15 01:36:36,"Power ramp-up",80.2,62,97,6,140,NA,574.8
2016-06-15 01:37:35,"Power ramp-up",67.8,62,97,6,140,NA,158
2016-06-15 01:38:38,"Power ramp-up",72.9,62,97,6,140,NA,154
2016-06-15 01:39:36,"Power ramp-up",73.4,62,97,6,140,NA,349.3
2016-06-15 01:40:36,"Power ramp-up",77.6,62,97,6,140,NA,477.4
2016-06-15 01:41:36,"Power ramp-up",70.3,62,97,6,140,NA,216.3
2016-06-15 01:42:36,"Power ramp-up",86.5,62,97,6,140,NA,778
2016-06-15 01:43:35,"Power ramp-up",70.9,62,97,6,140,NA,246.4
2016-06-15 01:44:35,"Soft Start",75.2,62,97,6,140,NA,324.6
2016-06-15 01:45:36,"Power ramp-up",77.4,62,97,6,140,NA,519
2016-06-15 01:46:36,"Soft Start",56,62,97,6,140,NA,81.8
2016-06-15 01:47:36,"Soft Start",65.3,62,97,6,140,NA,83.7
2016-06-15 01:48:35,"Soft Start",65.7,62,97,6,140,NA,118
2016-06-15 01:49:36,"Power ramp-up",69.7,62,97,6,140,NA,210.1
2016-06-15 01:50:36,"Power ramp-up",80,62,97,6,140,NA,548.2
2016-06-15 01:51:35,"Power ramp-up",71.1,62,97,6,140,NA,235.7
2016-06-15 01:52:36,"Soft Start",67.3,62,97,6,140,NA,136.9
2016-06-15 01:53:36,"Soft Start",66.8,63,97,5,140,NA,126.7
2016-06-15 01:54:38,"Power ramp-up",71.2,63,97,5,140,NA,302.5
2016-06-15 01:55:35,"Running",58.6,63,97,5,140,NA,535.6
2016-06-15 01:56:37,"Soft Start",44.5,63,97,5,140,NA,6.7
2016-06-15 01:57:35,"Soft Start",66.5,63,97,5,140,NA,133.2
2016-06-15 01:58:36,"Power ramp-up",74.5,63,97,5,140,NA,338.3
2016-06-15 01:59:36,"Power ramp-up",83.7,63,97,5,140,NA,674.9
2016-06-15 02:00:36,"Power ramp-up",69.2,63,97,5,140,NA,214.8
2016-06-15 02:01:36,"Power ramp-up",80,63,97,5,140,NA,558.6
2016-06-15 02:02:35,"Power ramp-up",72.7,63,97,5,140,NA,255.4
2016-06-15 02:03:36,"Soft Start",68.4,63,97,5,140,NA,62.9
2016-06-15 02:04:38,"Power ramp-up",66.8,63,97,5,140,NA,165.9
2016-06-15 02:05:36,"Power ramp-up",72.7,63,97,5,140,NA,289.5
2016-06-15 02:06:36,"Power ramp-up",68.3,63,97,5,140,NA,191.7
2016-06-15 02:07:35,"Power ramp-up",73.7,63,97,5,140,NA,356
2016-06-15 02:08:37,"Power ramp-up",68.5,63,97,6,140,NA,176.2
2016-06-15 02:09:35,"Power ramp-up",71.1,63,97,6,140,NA,226.5
2016-06-15 02:10:37,"Power ramp-up",69.1,63,97,6,140,NA,249.5
2016-06-15 02:11:36,"Power ramp-up",76,63,97,6,140,NA,413.5
2016-06-15 02:12:36,"Power ramp-up",67,63,97,6,140,NA,126.3
2016-06-15 02:13:37,"Power ramp-up",77.4,63,97,6,140,NA,497.6
2016-06-15 02:14:36,"Power ramp-up",71.1,63,97,6,140,NA,286.1
2016-06-15 02:15:38,"Power ramp-up",63.7,63,97,6,140,NA,51.7
2016-06-15 02:16:36,"Power ramp-up",71.6,63,97,6,140,NA,272.1
2016-06-15 02:17:35,"Soft Start",67.9,63,97,6,140,NA,156.5
2016-06-15 02:18:35,"Power ramp-up",71.7,63,97,6,140,NA,291.3
2016-06-15 02:19:37,"Power ramp-up",71.5,63,97,6,140,NA,298.8
2016-06-15 02:20:36,"Power ramp-up",77.2,63,97,6,140,NA,458.8
2016-06-15 02:21:35,"Power ramp-up",62.5,63,97,6,140,NA,65.6
2016-06-15 02:22:37,"Power ramp-up",73.1,63,97,6,140,NA,312
2016-06-15 02:23:37,"Power ramp-up",71.7,63,97,6,140,NA,352.3
2016-06-15 02:24:36,"Power ramp-up",76.8,63,97,6,140,NA,451.2
2016-06-15 02:25:37,"Power ramp-up",66.4,63,97,6,140,NA,112.5
2016-06-15 02:26:36,"Soft Start",67.7,63,97,6,140,NA,146.7
2016-06-15 02:27:35,"Soft Start",67,63,97,6,140,NA,127.2
2016-06-15 02:28:37,"Power ramp-up",73.5,63,97,6,140,NA,401.7
2016-06-15 02:29:38,"Power ramp-up",76.1,63,97,6,140,NA,512
2016-06-15 02:30:37,"Soft Start",62.1,63,97,6,140,NA,52
2016-06-15 02:31:35,"Soft Start",72.9,63,97,6,140,NA,268.9
2016-06-15 02:32:37,"Soft Start",62.8,63,97,6,140,NA,50.9
2016-06-15 02:33:37,"Soft Start",71.1,63,97,6,140,NA,211.6
2016-06-15 02:34:36,"Power ramp-up",67.7,63,97,6,140,NA,148.2
2016-06-15 02:35:36,"Soft Start",67.4,63,97,6,140,NA,126.3
2016-06-15 02:36:36,"Soft Start",60.1,63,97,6,140,NA,43
2016-06-15 02:37:36,"Power ramp-up",68.8,63,97,6,140,NA,210.1
2016-06-15 02:38:36,"Soft Start",66.5,63,97,6,140,NA,93.2
2016-06-15 02:39:37,"Power ramp-up",65.2,64,100,8,150,NA,73.4
2016-06-15 02:40:36,"Soft Start",70.8,64,100,8,150,NA,237.3
2016-06-15 02:41:35,"Soft Start",74.5,64,100,8,150,NA,255.6
2016-06-15 02:42:35,"Soft Start",67.1,64,100,8,150,NA,124.9
2016-06-15 02:43:36,"Soft Start",67.5,64,100,8,150,NA,135.9
2016-06-15 02:44:36,"Power ramp-up",76.6,64,100,8,150,NA,428.8
2016-06-15 02:45:36,"Power ramp-up",73.2,64,100,8,150,NA,427.9
2016-06-15 02:46:36,"Soft Start",67.4,64,100,8,150,NA,61.9
2016-06-15 02:47:37,"Power ramp-up",75.3,64,100,8,150,NA,359.7
2016-06-15 02:48:36,"Soft Start",56.7,64,100,8,150,NA,35.4
2016-06-15 02:49:36,"Power ramp-up",75.6,64,100,8,150,NA,427.6
2016-06-15 02:50:37,"Power ramp-up",65.7,64,100,8,150,NA,88.4
2016-06-15 02:51:36,"Power ramp-up",81.7,64,100,8,150,NA,571.4
2016-06-15 02:52:37,"Power ramp-up",70.8,64,100,8,150,NA,210.3
2016-06-15 02:53:36,"Power ramp-up",56.8,64,100,6,140,NA,124.5
2016-06-15 02:54:36,"Power ramp-up",75.9,64,100,6,140,NA,436.4
2016-06-15 02:55:36,"Power ramp-up",76.9,64,100,6,140,NA,382.2
2016-06-15 02:56:38,"Power ramp-up",68.5,64,100,6,140,NA,96.6
2016-06-15 02:57:38,"Power ramp-up",74.1,64,100,6,140,NA,348.3
2016-06-15 02:58:38,"Soft Start",57.4,64,100,6,140,NA,117.3
2016-06-15 02:59:37,"Power ramp-up",74.1,64,100,6,140,NA,392.7
2016-06-15 03:00:37,"Power ramp-up",70,64,100,6,140,NA,242.8
2016-06-15 03:01:36,"Power ramp-up",71.8,64,100,6,140,NA,296.3
2016-06-15 03:02:36,"Power ramp-up",71.8,64,100,6,140,NA,249
2016-06-15 03:03:37,"Power ramp-up",88,64,100,6,140,NA,798.8
2016-06-15 03:04:36,"Power ramp-up",75.7,64,100,6,140,NA,427.1
2016-06-15 03:05:38,"Power ramp-up",70.8,64,100,6,140,NA,277.9
2016-06-15 03:06:38,"Power ramp-up",76.7,64,100,6,140,NA,430.9
2016-06-15 03:07:36,"Power ramp-up",72.6,64,100,6,140,NA,306.7
2016-06-15 03:08:36,"Power ramp-up",69.2,64,100,6,140,NA,215.5
2016-06-15 03:09:37,"Soft Start",73.2,64,100,6,140,NA,264
2016-06-15 03:10:36,"Power ramp-up",70.1,64,100,6,140,NA,274.9
2016-06-15 03:11:35,"Power ramp-up",76,64,100,6,140,NA,449.3
2016-06-15 03:12:36,"Power ramp-up",66.9,64,100,6,140,NA,139.1
2016-06-15 03:13:37,"Soft Start",62.6,64,100,6,140,NA,46.1
2016-06-15 03:14:38,"Power ramp-up",73.5,64,100,6,140,NA,333
2016-06-15 03:15:37,"Power ramp-up",70.9,64,100,6,140,NA,290.7
2016-06-15 03:16:38,"Power ramp-up",67,64,100,6,140,NA,119.5
2016-06-15 03:17:37,"Soft Start",66.5,64,100,6,140,NA,112.5
2016-06-15 03:18:38,"Power ramp-up",77.4,64,100,6,140,NA,472.5
2016-06-15 03:19:36,"Soft Start",66.3,64,100,6,140,NA,110.5
2016-06-15 03:20:37,"Soft Start",57.8,64,100,6,140,NA,90.7
2016-06-15 03:21:38,"Soft Start",55.1,64,100,6,140,NA,35.5
2016-06-15 03:22:37,"Soft Start",55.4,64,100,6,140,NA,8.5
2016-06-15 03:23:37,"Soft Start",59.7,64,100,6,140,NA,50.9
2016-06-15 03:24:36,"Soft Start",68,64,100,6,140,NA,76.2
2016-06-15 03:25:36,"Power ramp-up",68.1,64,100,6,140,NA,152.8
2016-06-15 03:26:36,"Soft Start",67.2,64,100,6,140,NA,71
2016-06-15 03:27:37,"Soft Start",66,64,100,6,140,NA,98.6
2016-06-15 03:28:38,"Soft Start",68.7,64,100,6,140,NA,110.1
2016-06-15 03:29:36,"Soft Start",66.3,64,100,6,140,NA,102.5
2016-06-15 03:30:37,"Power ramp-up",72,64,100,6,140,NA,278.5
2016-06-15 03:31:38,"Soft Start",69.8,64,100,6,140,NA,198
2016-06-15 03:32:36,"Soft Start",57.3,64,100,6,140,NA,145.9
2016-06-15 03:33:37,"Power ramp-up",72.7,64,100,6,140,NA,316.9
2016-06-15 03:34:38,"Soft Start",56.6,64,100,6,140,NA,65.8
2016-06-15 03:35:38,"Soft Start",62.2,64,100,6,140,NA,54.1
2016-06-15 03:36:36,"Soft Start",73.2,64,100,6,140,NA,309.6
2016-06-15 03:37:36,"Soft Start",66.2,64,100,6,140,NA,106.3
2016-06-15 03:38:37,"Soft Start",65.6,64,100,6,140,NA,94.1
2016-06-15 03:39:37,"Soft Start",54.5,64,100,6,140,NA,0
2016-06-15 03:40:38,"Soft Start",67.8,64,100,6,140,NA,160
2016-06-15 03:41:37,"Soft Start",67,64,100,7,150,NA,130.4
2016-06-15 03:42:36,"Soft Start",57.3,64,100,7,150,NA,93.3
2016-06-15 03:43:36,"Soft Start",69.6,64,100,7,150,NA,194.2
2016-06-15 03:44:38,"Soft Start",50.7,64,100,7,150,NA,0
2016-06-15 03:45:37,"Soft Start",71.3,64,100,7,150,NA,249.3
2016-06-15 03:46:37,"Soft Start",54.7,64,100,7,150,NA,3.5
2016-06-15 03:47:37,"Soft Start",54.6,64,100,7,150,NA,0.1
2016-06-15 03:48:37,"Soft Start",56.2,64,100,7,150,NA,77.4
2016-06-15 03:49:36,"Soft Start",55,64,100,7,150,NA,0
2016-06-15 03:50:38,"Soft Start",64,64,100,7,150,NA,73.4
2016-06-15 03:51:38,"Soft Start",62.4,64,100,7,150,NA,45.4
2016-06-15 03:52:38,"Soft Start",49.6,64,100,7,150,NA,0
2016-06-15 03:53:38,"Soft Start",54.7,64,100,9,150,NA,0
2016-06-15 03:54:37,"Soft Start",51.3,64,100,9,150,NA,0
2016-06-15 03:55:37,"Soft Start",55.3,64,100,9,150,NA,0
2016-06-15 03:56:39,"Soft Start",56.5,64,100,9,150,NA,30
2016-06-15 03:57:38,"Soft Start",51.1,64,100,9,150,NA,0
2016-06-15 03:58:37,"Soft Start",53.2,64,100,9,150,NA,0
2016-06-15 03:59:36,"Soft Start",52.6,64,100,9,150,NA,0
2016-06-15 04:00:37,"Soft Start",54.9,64,100,9,150,NA,0
2016-06-15 04:01:38,"Soft Start",55,64,100,9,150,NA,0
2016-06-15 04:02:38,"Soft Start",52,64,100,9,150,NA,0
2016-06-15 04:03:37,"Soft Start",60.8,64,100,9,150,NA,140.9
2016-06-15 04:04:39,"Soft Start",55.8,64,100,9,150,NA,16.8
2016-06-15 04:05:36,"Soft Start",56.4,64,100,9,150,NA,32.3
2016-06-15 04:06:37,"Soft Start",55,64,100,9,150,NA,0
2016-06-15 04:07:37,"Soft Start",57.3,64,100,9,150,NA,66.8
2016-06-15 04:08:37,"Soft Start",59.9,64,100,9,150,NA,52
2016-06-15 04:09:37,"Soft Start",57.3,64,100,9,150,NA,52
2016-06-15 04:10:36,"Soft Start",56.9,64,100,9,150,NA,61.2
2016-06-15 04:11:37,"Soft Start",53.7,64,100,9,150,NA,0
2016-06-15 04:12:37,"Soft Start",70.6,64,100,9,150,NA,221.3
2016-06-15 04:13:38,"Soft Start",57.2,64,100,9,150,NA,66.4
2016-06-15 04:14:38,"Soft Start",66.9,64,100,9,150,NA,115.1
2016-06-15 04:15:36,"Soft Start",65.4,64,100,9,150,NA,103.3
2016-06-15 04:16:37,"Power ramp-up",80.3,64,100,9,150,NA,571.3
2016-06-15 04:17:37,"Power ramp-up",75.1,64,100,9,150,NA,408.7
2016-06-15 04:18:37,"Soft Start",71.5,64,100,9,150,NA,218.4
2016-06-15 04:19:38,"Soft Start",72.3,64,100,9,150,NA,278.9
2016-06-15 04:20:39,"Power ramp-up",74.7,64,100,9,150,NA,366.7
2016-06-15 04:21:37,"Soft Start",68.8,64,100,9,150,NA,181.9
2016-06-15 04:22:36,"Power ramp-up",69.8,64,100,9,150,NA,240.7
2016-06-15 04:23:39,"Soft Start",55.5,64,100,9,150,NA,0
2016-06-15 04:24:37,"Power ramp-up",73.9,64,100,9,150,NA,234.6
2016-06-15 04:25:37,"Power ramp-up",72.4,64,100,9,150,NA,307.3
2016-06-15 04:26:37,"Power ramp-up",71.7,64,100,9,150,NA,288.4
2016-06-15 04:27:38,"Power ramp-up",74.7,64,100,9,150,NA,301.9
2016-06-15 04:28:37,"Soft Start",73.6,64,100,9,150,NA,252.9
2016-06-15 04:29:37,"Power ramp-up",69,64,100,9,150,NA,198.2
2016-06-15 04:30:39,"Power ramp-up",73.8,64,100,9,150,NA,318.3
2016-06-15 04:31:37,"Power ramp-up",77.4,64,100,9,150,NA,381.4
2016-06-15 04:32:38,"Power ramp-up",70.2,64,100,9,150,NA,244.4
2016-06-15 04:33:38,"Soft Start",62,64,100,9,150,NA,140
2016-06-15 04:34:39,"Power ramp-up",73.6,64,100,9,150,NA,306.1
2016-06-15 04:35:37,"Power ramp-up",63.4,64,100,9,150,NA,56.6
2016-06-15 04:36:40,"Soft Start",65.5,64,100,9,150,NA,172.7
2016-06-15 04:37:39,"Power ramp-up",76.3,64,100,9,150,NA,428
2016-06-15 04:38:38,"Power ramp-up",76.6,64,100,9,150,NA,482
2016-06-15 04:39:37,"Power ramp-up",76,64,100,9,150,NA,436.7
2016-06-15 04:40:37,"Power ramp-up",75.6,64,100,9,150,NA,359.7
2016-06-15 04:41:38,"Power ramp-up",68.4,64,100,9,150,NA,214
2016-06-15 04:42:37,"Power ramp-up",74.2,64,100,9,150,NA,352.4
2016-06-15 04:43:37,"Soft Start",62.5,64,100,9,150,NA,49.5
2016-06-15 04:44:37,"Power ramp-up",72.7,64,100,9,150,NA,309.7
2016-06-15 04:45:38,"Power ramp-up",84.3,64,100,9,150,NA,689.3
2016-06-15 04:46:38,"Power ramp-up",71.6,64,100,9,150,NA,268
2016-06-15 04:47:37,"Power ramp-up",81.2,64,100,9,150,NA,1100.3
2016-06-15 04:48:38,"Soft Start",69.3,64,100,9,150,NA,177.6
2016-06-15 04:49:38,"Power ramp-up",72.8,64,100,9,150,NA,335.2
2016-06-15 04:50:38,"Power ramp-up",81.5,64,100,6,220,NA,693.5
2016-06-15 04:51:38,"Soft Start",69.2,64,100,6,220,NA,183.8
2016-06-15 04:52:37,"Power ramp-up",71.9,64,100,6,220,NA,283
2016-06-15 04:53:38,"Power ramp-up",85.2,64,100,6,200,NA,744.7
2016-06-15 04:54:38,"Power ramp-up",74.8,64,100,6,200,NA,402.1
2016-06-15 04:55:39,"Power ramp-up",73.7,64,100,6,200,NA,373.2
2016-06-15 04:56:38,"Power ramp-up",78.7,64,100,6,200,NA,482.1
2016-06-15 04:57:37,"Running",65.2,64,100,6,200,NA,824.8
2016-06-15 04:58:38,"Running",58.4,64,100,6,200,NA,429.8
2016-06-15 04:59:37,"Soft Start",51,64,100,6,200,NA,0
2016-06-15 05:00:38,"Running",69,64,100,6,200,NA,733.7
2016-06-15 05:01:37,"Running",69.6,64,100,6,200,NA,744.8
2016-06-15 05:02:38,"Soft Start",62.3,64,100,6,200,NA,69.9
2016-06-15 05:03:37,"Running",70.4,64,100,6,200,NA,874.6
2016-06-15 05:04:39,"Running",66,64,100,6,200,NA,665.2
2016-06-15 05:05:37,"Running",44.1,64,100,6,200,NA,235.9
2016-06-15 05:06:38,"Power ramp-up",75.2,64,100,6,200,NA,356.7
2016-06-15 05:07:37,"Power ramp-up",82.3,64,100,6,200,NA,600.9
2016-06-15 05:08:39,"Running",63.5,64,100,6,200,NA,623.3
